# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# 
# 
# STN             LON           LAT         ALT  NAME
# 240:  	4.774	     52.301	  -4.40  SCHIPHOL
# 260:  	5.177	     52.101	   2.00  DE BILT
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# EV24     =  Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
# 
  240,20110331,  226,   79,   83,  120,   16,   50,    1,  180,   15,  108,   87,    5,  137,   15,   85,    6,    7,    5,  368,   38,   18,    7,    9,10121,10173,   24,10095,   10,   29,    1,   63,   15,    8,   91,   95,    1,   83,   15,    6
  260,20100101,   24,   35,   38,   60,    1,    0,   23,  110,    1,  -16,  -63,   24,    7,   14,  -91,   24,   42,   54,  318,    0,   -1,   -1,    2,10026,10094,   24, 9978,    3,   57,   23,   75,    2,    4,   78,   93,   23,   67,   12,    3
  260,20100102,  212,   22,   31,   50,   18,   10,    1,   80,   21,  -11,  -64,    1,   12,   19,  -86,    6,    0,    0,  117,    8,    1,    1,   17,10140,10172,   24,10101,    1,   37,   23,   61,    5,    8,   91,   94,    9,   89,   14,    1
  260,20100103,   33,   17,   25,   60,    1,    0,   18,  100,    2,  -39,  -65,   21,  -10,   14,  -89,   24,   62,   79,  388,    0,    0,    0,    1,10220,10238,   20,10176,    1,   50,   21,   75,   14,    4,   84,   92,   20,   69,   13,    4
  260,20100104,  199,   30,   31,   50,   14,   20,    1,   80,   12,  -29,  -54,    8,   -6,   24,  -57,    6,   10,   13,  179,    0,   -1,   -1,    1,10159,10222,    1,10099,   24,    2,   22,   57,   12,    8,   90,   99,   21,   83,   13,    2
  260,20100105,  194,   28,   28,   40,   14,   20,    2,   60,    9,   -7,  -30,   22,   19,   13,  -40,   24,   33,   42,  253,    8,    9,    8,    2,10053,10094,    1,10030,   24,    2,    3,   63,   14,    7,   91,   97,    1,   82,   13,    3
  260,20100106,  196,   24,   25,   40,   19,   20,    2,   60,   16,  -30,  -52,    3,   -5,   13,  -75,    6,   65,   82,  455,    9,    1,    1,   23,10040,10059,   23,10027,    3,   24,   23,   58,   14,    5,   86,   93,    3,   76,   12,    4
  260,20100107,  160,   16,   20,   40,   12,   10,   16,   60,   12,  -49, -100,   24,  -21,   14, -123,   24,   56,   70,  408,    0,   -1,   -1,    1,10110,10175,   24,10061,    1,    4,   23,   56,   13,    3,   89,   99,   23,   76,   13,    4
  260,20100108,   43,   35,   36,   60,   20,   10,    1,  110,   20,  -50, -107,    2,  -21,   24, -131,    6,   29,   36,  216,    0,    0,    0,    1,10216,10232,   21,10178,    1,   18,    1,   68,   24,    6,   87,   93,    4,   77,   21,    2
  260,20100109,   32,   73,   73,   80,    8,   70,    1,  150,   14,  -22,  -49,    3,   -5,   24,  -54,    6,    0,    0,  166,   58,   10,    3,   16,10196,10228,    1,10158,   24,   23,   15,   75,    4,    8,   84,   90,   20,   78,   13,    2
  260,20100110,   51,   35,   35,   60,    1,   10,   16,  120,    1,   -5,  -10,   21,    2,   12,  -15,   24,    0,    0,  149,   49,   11,    3,   14,10171,10194,   24,10153,    5,   31,    9,   70,    1,    8,   87,   94,   17,   82,   11,    2
  260,20100111,   32,   25,   25,   40,    5,   20,    1,   70,    5,   -4,   -9,   24,    0,   12,  -12,   24,    0,    0,  125,    0,   -1,   -1,    3,10193,10197,   10,10190,   24,   15,    3,   67,   15,    8,   87,   94,    3,   83,   12,    1
  260,20100112,   94,   35,   38,   60,   19,   10,    1,  100,   23,  -17,  -42,   24,   -7,   10,  -48,   24,   19,   23,  222,    0,   -1,   -1,    2,10135,10189,    1,10070,   24,   27,    8,   61,   18,    7,   83,   94,    6,   74,   20,    2
  260,20100113,  103,   47,   48,   60,    1,   30,   23,   90,    1,  -30,  -50,    9,  -12,   24,  -58,   12,    0,    0,  223,    0,   -1,   -1,   16,10049,10068,    1,10038,   15,   24,   18,   59,    5,    6,   78,   92,   24,   68,   14,    2
  260,20100114,  114,   22,   25,   30,    1,   20,    3,   50,    1,    6,  -30,   23,   48,   13,  -67,   24,   49,   60,  393,    0,    0,    0,    1,10087,10144,   24,10050,    1,   14,    1,   59,   13,    4,   89,   96,    6,   76,   13,    4
  260,20100115,  145,   22,   24,   40,   23,   10,    3,   70,   23,   13,    1,    1,   18,   24,   -3,    6,    0,    0,  114,    0,    0,    0,    1,10210,10244,   21,10149,    1,    8,   17,   56,    9,    8,   92,   99,   17,   86,   11,    1
  260,20100116,  141,   53,   54,   70,   11,   30,    2,  120,   15,   10,   -1,   20,   19,    1,    1,   24,    0,    0,  150,   52,   77,   21,   19,10141,10236,    1,10062,   24,   12,   20,   60,   15,    8,   90,   96,   20,   81,   16,    2
  260,20100117,  253,   21,   28,   50,   11,   10,    4,  100,   13,   39,    8,    1,   67,   15,    6,    6,   18,   22,  183,   24,   14,    7,    9,10138,10219,   24,10061,    1,    1,    7,   63,   10,    7,   93,   99,    3,   86,   14,    2
  260,20100118,  234,   31,   32,   40,   11,   20,    6,   90,   14,   40,    2,    8,   53,   19,  -15,   12,    0,    0,  110,   23,   12,    5,   23,10240,10249,   10,10222,    1,    2,    9,   60,    1,    7,   97,   99,    9,   91,    1,    1
  260,20100119,  337,    7,   16,   30,    1,   10,    3,   50,    1,   40,   19,   22,   58,   11,   21,   24,    0,    0,  133,    7,    3,    2,   13,10226,10243,    2,10199,   24,    2,    3,   59,   13,    8,   96,   99,    3,   91,   11,    2
  260,20100120,   87,   39,   39,   60,   13,   20,    1,   90,   12,   27,   16,    5,   55,   13,    9,   24,   47,   56,  417,    0,   -1,   -1,    1,10156,10192,    1,10129,   14,    8,    1,   67,   13,    6,   90,   99,    1,   71,   13,    5
  260,20100121,   95,   29,   31,   40,   10,   20,    6,   70,   12,   27,   19,   24,   38,   12,   18,   24,    0,    0,  156,    0,   -1,   -1,   15,10215,10237,   23,10175,    1,   37,   22,   65,    1,    8,   87,   93,   22,   79,   12,    2
  260,20100122,  120,   33,   34,   40,    8,   30,    1,   70,   15,   22,    2,   22,   49,   14,  -10,   24,   50,   58,  408,    0,    0,    0,    1,10241,10247,   10,10234,   14,   35,   22,   57,   12,    6,   88,   94,   22,   81,   12,    5
  260,20100123,  127,   34,   35,   40,    1,   20,   24,   70,    9,   13,   -5,   24,   24,   13,   -4,   24,    0,    0,  143,   89,   50,    9,   24,10226,10236,    1,10218,   15,   14,   21,   58,    9,    8,   88,   95,   19,   81,   14,    2
  260,20100124,   93,   16,   18,   30,    1,   10,   12,   40,    1,   -2,   -7,    2,    6,   13,   -5,    6,    0,    0,  134,   33,   11,    5,    1,10238,10255,   24,10224,    1,   18,   15,   38,    3,    8,   93,   95,    1,   92,   10,    1
  260,20100125,   30,   23,   23,   40,   17,   20,    1,   60,   17,  -32,  -75,   24,   -6,    1,  -85,   24,    0,    0,  160,    0,    0,    0,    1,10313,10371,   23,10258,    1,   18,    3,   33,   22,    6,   86,   93,    1,   82,   13,    1
  260,20100126,   39,   25,   25,   30,    1,   10,   23,   70,    4,  -75, -101,   24,  -37,   14, -123,   24,   77,   88,  689,    0,    0,    0,    1,10407,10425,   20,10374,    1,   34,    3,   56,   13,    0,   78,   89,   24,   66,   13,    5
  260,20100127,  237,   31,   38,   70,   15,   10,    1,  120,   17,  -23, -111,    4,   45,   22, -127,    6,    0,    0,  197,   39,   39,   15,   20,10248,10398,    1,10091,   24,   15,   18,   60,   23,    7,   82,   97,   21,   65,   13,    2
  260,20100128,  292,   32,   34,   50,   14,   20,   10,  100,    2,   32,    9,   24,   52,   15,    9,   24,   29,   33,  341,   10,   13,   10,   24,10055,10091,    2, 9988,   24,   60,    1,   75,   14,    7,   82,   94,   24,   71,   14,    4
  260,20100129,  267,   26,   35,   50,    5,   20,    2,  100,   10,   19,   -3,   23,   46,   12,  -17,   24,    5,    6,  130,  140,   85,   12,   12, 9873, 9974,    1, 9833,   14,   43,    2,   70,   16,    6,   90,   95,    2,   81,   22,    1
  260,20100130,  290,   18,   28,   40,   19,   10,   24,   70,   19,    0,  -16,    9,   17,   15,  -22,   12,   70,   78,  710,   53,   75,   28,   20, 9943, 9993,   24, 9856,    2,   16,   20,   70,    6,    6,   86,   96,   20,   67,   14,    8
  260,20100131,  244,   33,   34,   40,    8,   20,    1,   90,   15,   12,   -5,    7,   37,   13,  -11,   12,   61,   68,  538,    1,    1,    1,    1,10025,10050,   23, 9994,    1,   62,   24,   79,   13,    5,   81,   93,    2,   67,   13,    6
  260,20100201,  242,   22,   32,   50,    3,   10,   19,   90,    4,    1,  -41,   21,   34,   12,  -68,   24,   25,   28,  343,   27,   31,   10,   12,10085,10143,   22,10042,    5,   23,    9,   70,   14,    6,   91,   95,    9,   84,   11,    4
  260,20100202,  230,   46,   53,   90,   11,   10,   22,  150,   11,   23,   -6,    1,   52,   17,  -13,    6,    0,    0,   85,  130,  182,   34,   19,10040,10132,    1, 9977,   19,   41,   18,   66,    5,    8,   92,   96,   21,   86,    5,    1
  260,20100203,  243,   21,   30,   50,   12,   20,    1,   80,   12,   22,  -11,   21,   62,   14,  -39,   24,   67,   73,  603,   13,    3,    2,   24,10086,10124,   19,10025,    1,   50,   24,   80,   14,    4,   85,   94,    1,   67,   14,    7
  260,20100204,  180,   27,   36,   50,    4,   20,   15,   90,    6,   58,   17,    1,   82,   13,   14,    6,    0,    0,  210,   44,   23,    8,    2,10096,10110,   11,10069,   24,   12,    3,   62,    7,    7,   92,   97,    3,   86,   13,    3
  260,20100205,  143,   32,   34,   50,    1,   10,   23,   80,    5,   44,   25,    3,   65,   20,   16,    6,    0,    0,  137,   42,   11,    3,   11,10052,10092,   24,10031,   13,    1,   22,   62,   10,    7,   93,   99,   22,   85,    9,    2
  260,20100206,   49,   16,   21,   40,   17,   10,    2,   70,   17,   28,   11,   24,   57,   14,   10,   24,    0,    0,  252,    0,   -1,   -1,   18,10144,10211,   24,10094,    1,    0,    2,   56,   14,    8,   97,   99,    1,   90,   24,    3
  260,20100207,   53,   20,   21,   30,   12,   10,    4,   60,   24,   12,    2,   24,   24,   14,    3,   24,    0,    0,  153,    0,    0,    0,    1,10211,10229,    9,10181,   24,   12,    7,   34,   14,    8,   91,   94,    7,   83,   14,    2
  260,20100208,   68,   43,   44,   50,    7,   40,    1,   90,   24,  -32,  -45,   24,    2,    1,  -43,   24,   21,   22,  400,    0,    0,    0,    1,10128,10174,    1,10098,   23,   11,    2,   56,   18,    8,   82,   94,    2,   75,   12,    4
  260,20100209,   38,   38,   40,   50,    1,   20,   23,   90,   14,  -33,  -50,    7,  -15,   17,  -51,   24,   28,   29,  496,    0,   -1,   -1,   19,10095,10104,   21,10088,    4,   50,    2,   77,   17,    8,   73,   81,    4,   64,   17,    5
  260,20100210,   33,   36,   38,   70,   18,   10,    2,  120,   18,  -31,  -55,    7,  -12,   17,  -64,   12,   31,   32,  380,   55,   17,    7,   14,10125,10155,   24,10095,    3,   12,   14,   64,    1,    7,   84,   92,   14,   70,    1,    4
  260,20100211,   29,   53,   54,   70,    7,   30,   24,  120,    7,  -25,  -53,   24,   -8,   13,  -65,   24,   56,   58,  620,    0,   -1,   -1,    1,10179,10195,   21,10154,    1,   58,    1,   80,   15,    4,   75,   86,    2,   64,   13,    6
  260,20100212,   27,   39,   39,   60,   11,   20,    5,  100,   11,  -28,  -65,    5,    9,   15,  -80,    6,   84,   86,  911,    0,    0,    0,    1,10208,10221,   22,10193,    1,   59,    8,   82,   17,    4,   77,   89,    4,   58,   13,    9
  260,20100213,    7,   25,   28,   50,    2,   20,    5,   90,    3,  -17,  -43,   23,    0,   14,  -55,   24,    7,    7,  229,    0,   -1,   -1,    5,10194,10217,    2,10171,   24,   65,    5,   82,   15,    8,   75,   91,   24,   62,   15,    2
  260,20100214,   41,   15,   22,   40,   10,   10,    3,   60,   10,  -23,  -46,    1,  -13,    8,  -55,    6,    0,    0,  221,   31,    5,    1,    5,10141,10167,    1,10123,   24,   31,    8,   67,    3,    8,   82,   93,    1,   70,   23,    2
  260,20100215,  118,   11,   21,   30,    2,    0,   11,   50,    2,  -36,  -53,    8,  -10,   13,  -63,   24,   31,   31,  514,   29,    5,    1,    7,10075,10118,    1,10037,   24,   15,   11,   61,    1,    8,   79,   87,    8,   70,    1,    5
  260,20100216,  155,   44,   45,   60,   14,   30,    1,  100,   13,   -9,  -32,    1,   17,   16,  -38,   24,   21,   21,  372,    3,    1,    1,    7, 9998,10033,    1, 9975,   24,   29,    4,   70,   17,    5,   77,   88,    4,   66,   16,    4
  260,20100217,  120,   26,   28,   40,    1,   10,   24,   60,    1,   -2,  -45,    7,   26,   14,  -60,   12,   37,   37,  576,    6,    1,    1,   21, 9939, 9972,    1, 9921,   24,   37,   22,   59,   13,    6,   75,   91,   22,   63,   12,    6
  260,20100218,  188,   26,   30,   40,   10,   10,    3,   90,   22,   32,   10,    3,   57,   22,    9,    6,    4,    4,  269,   10,    7,    3,   22, 9937, 9960,   11, 9916,   24,   15,    5,   65,   24,    8,   87,   95,    4,   76,   16,    3
  260,20100219,  220,   44,   49,   70,   10,   30,    2,  110,   16,   33,   10,   24,   53,    1,    4,   24,    0,    0,  127,    5,    2,    2,    2, 9914, 9950,   24, 9890,    7,   57,   14,   72,    8,    7,   86,   90,   13,   74,    9,    2
  260,20100220,  236,   34,   37,   50,    1,   10,   22,  100,    3,   14,  -32,   24,   51,   14,  -59,   24,   64,   62,  645,    4,    2,    1,    4, 9968, 9998,   24, 9944,    4,   23,   24,   79,   12,    4,   81,   93,    7,   64,   13,    7
  260,20100221,  171,   28,   31,   50,   16,   10,    1,  110,   19,    6,  -45,    5,   42,   18,  -78,    6,    0,    0,  262,   50,   39,   15,   19, 9969, 9999,    1, 9932,   24,    1,    7,   75,   16,    6,   90,   98,    7,   78,   16,    3
  260,20100222,  144,   15,   30,   40,   12,   20,    2,  100,   18,   40,   17,    4,   83,   17,    9,    6,    0,    0,  133,  143,  131,   15,   16, 9872, 9929,    1, 9825,   19,   23,   20,   70,    5,    8,   94,   97,   16,   89,    6,    2
  260,20100223,   56,   41,   45,   60,   11,   30,   23,   80,    1,   21,    8,   10,   44,   15,   10,   12,   32,   31,  546,   27,    5,    3,   22, 9946, 9965,   19, 9895,    1,   17,   23,   66,   14,    8,   86,   95,    2,   71,   14,    6
  260,20100224,  156,   29,   33,   50,   23,   20,    4,   80,   16,   63,   15,    1,  102,   13,   15,    6,    7,    7,  372,   33,   18,    6,   24, 9956, 9970,   11, 9919,   24,    2,    5,   70,   22,    7,   92,   98,    5,   80,   13,    5
  260,20100225,  193,   42,   52,   80,    8,   30,   16,  140,    8,   82,   68,    8,  110,   14,   67,   12,    8,    8,  271,   81,   53,   15,    5, 9904, 9935,   11, 9860,   24,   27,   11,   75,   17,    8,   89,   95,    6,   72,   14,    4
  260,20100226,  224,   49,   60,   80,   15,   30,    3,  160,   18,   73,   57,   24,  103,   11,   51,   24,    1,    1,  258,   16,   11,    7,   12, 9892, 9979,   24, 9840,    6,   60,    3,   76,   22,    7,   81,   95,    4,   63,   22,    4
  260,20100227,  202,   41,   48,   70,    1,   20,   18,  140,    1,   68,   43,    7,   91,   13,   36,   12,    4,    4,  350,   41,   21,   11,   11, 9969, 9997,    5, 9897,   24,   56,    9,   75,   13,    7,   79,   91,    9,   68,    1,    5
  260,20100228,  215,   16,   56,   90,   17,   30,    1,  180,   17,   64,   34,   17,  109,   12,   33,   18,    0,    0,  152,  163,  202,   31,    8, 9838, 9977,   24, 9746,   14,   38,   16,   80,    1,    8,   87,   95,    9,   67,    1,    2
  260,20100301,  273,   41,   41,   60,    1,   20,   20,  130,    1,   42,   11,   24,   70,   14,  -24,   24,   57,   53,  766,   45,   27,    8,    1,10090,10164,   24, 9986,    1,   58,    4,   76,   12,    5,   82,   94,   24,   61,   14,    9
  260,20100302,  278,   20,   24,   50,   14,   10,    6,   80,   13,   29,  -18,    3,   80,   13,  -50,    6,   50,   46,  732,    0,    0,    0,    1,10218,10261,   24,10170,    1,   44,   10,   82,   14,    3,   82,   96,    4,   48,   13,    9
  260,20100303,   39,   20,   23,   40,   12,    0,    5,   70,   14,   20,  -32,    5,   71,   14,  -66,    6,   84,   77, 1084,    0,    0,    0,    1,10232,10259,    1,10209,   20,    5,    4,   82,   14,    4,   80,   98,    4,   52,   14,   12
  260,20100304,    7,   31,   34,   60,   12,   10,    6,  100,   11,   15,  -13,    7,   58,   14,  -41,   24,   90,   82, 1181,    0,    0,    0,    1,10231,10270,   24,10204,    3,    1,    6,   83,   18,    3,   77,   98,    3,   53,   13,   13
  260,20100305,  286,   33,   37,   60,   15,   10,    3,  120,   18,   18,  -46,    5,   60,   12,  -76,    6,   33,   30,  681,   72,   56,   17,   18,10238,10275,    3,10170,   24,   41,   17,   83,   11,    6,   82,   94,    3,   48,   11,    8
  260,20100306,   30,   47,   53,   70,    3,   30,   19,  160,    3,    8,  -25,   24,   32,    2,  -37,   24,   90,   81, 1275,    4,    2,    2,    1,10259,10340,   24,10165,    2,   68,    1,   83,   16,    3,   64,   83,    1,   47,   12,   14
  260,20100307,   57,   33,   34,   50,   11,   20,   21,   90,   13,  -10,  -50,    7,   39,   15,  -76,   24,  100,   89, 1350,    0,    0,    0,    1,10343,10359,    9,10330,   23,   75,    1,   83,   15,    2,   57,   76,    6,   37,   15,   14
  260,20100308,   36,   16,   23,   50,   15,   10,    1,   80,   15,    1,  -51,    1,   52,   16,  -75,    6,   21,   19,  467,   45,    9,    2,    7,10284,10325,    1,10260,   15,   27,    6,   80,   15,    5,   83,   96,   11,   64,   15,    5
  260,20100309,   44,   26,   27,   40,   15,   20,    1,   70,   15,    5,  -38,    4,   56,   15,  -68,    6,  103,   91, 1411,    0,    0,    0,    1,10290,10304,   21,10279,    1,   40,    6,   74,   16,    0,   72,   90,    4,   52,   14,   15
  260,20100310,   34,   46,   46,   70,   18,   20,    1,  110,   17,    7,  -27,    5,   48,   14,  -49,    6,  100,   87, 1351,    0,    0,    0,    1,10274,10300,    1,10242,   24,   36,    7,   64,    1,    3,   76,   86,    6,   63,   14,   15
  260,20100311,   23,   31,   36,   50,    1,   20,   19,   90,    1,   26,  -12,    5,   58,   17,  -12,    6,   33,   29,  724,    0,   -1,   -1,   20,10217,10241,    1,10195,   24,   58,    2,   77,   16,    8,   78,   88,    6,   62,   16,    8
  260,20100312,  269,   24,   26,   40,   12,   20,    1,   80,   13,   46,   31,   24,   68,   15,   25,   24,    2,    2,  470,    0,   -1,   -1,   23,10201,10230,   24,10185,    5,   33,   23,   74,    9,    8,   74,   92,   24,   57,   15,    6
  260,20100313,  294,   34,   36,   50,   11,   20,    1,  110,   17,   52,   28,    6,   73,   11,   18,   12,   16,   14,  514,    6,    1,    1,   12,10254,10264,   12,10233,    1,   50,    1,   80,   11,    8,   81,   92,    1,   67,   11,    7
  260,20100314,  292,   38,   40,   60,   13,   20,   23,  110,   13,   62,   48,   24,   85,   12,   44,   24,    7,    6,  597,    0,   -1,   -1,    2,10232,10247,   24,10225,    5,   60,    5,   68,   10,    8,   80,   89,   24,   72,   12,    8
  260,20100315,  283,   41,   42,   60,   13,   20,    5,  120,   17,   63,   48,    1,   92,   12,   45,    6,    7,    6,  547,   91,  101,   19,   18,10225,10247,    1,10208,   17,   56,   23,   75,   12,    8,   86,   93,   22,   73,   11,    7
  260,20100316,  274,   16,   28,   40,    1,   10,    9,   70,    1,   63,   37,    7,  109,   15,   16,   24,   31,   26,  806,    5,    2,    2,    1,10253,10266,   12,10214,    1,   30,    2,   82,   13,    7,   79,   95,    1,   56,   15,   11
  260,20100317,  224,   34,   36,   60,   13,   20,    1,  100,   13,   84,   27,    5,  136,   13,   10,    6,   83,   70, 1186,    0,    0,    0,    1,10233,10257,    1,10221,   17,   50,    1,   70,   11,    6,   68,   91,    5,   50,   13,   17
  260,20100318,  184,   34,   35,   60,   13,   20,    3,  100,   13,  108,   13,    5,  173,   14,  -17,    6,   66,   55, 1153,    0,    0,    0,    1,10188,10225,    1,10140,   24,   50,    4,   73,   15,    6,   60,   93,    4,   40,   15,   17
  260,20100319,  217,   38,   39,   60,    7,   20,   18,  100,    6,  125,  100,    3,  147,   14,   90,    6,    0,    0,  315,   35,   26,   13,   23,10137,10158,   10,10094,   24,   22,    9,   69,    3,    8,   79,   95,    9,   55,    1,    5
  260,20100320,  218,   48,   50,   60,    4,   30,    1,  110,   10,  136,  117,    1,  167,   16,  115,    6,    4,    3,  369,   83,  205,   91,   22,10066,10081,    1,10051,   24,   17,   21,   75,   14,    8,   88,   96,    3,   72,   15,    6
  260,20100321,  317,   17,   32,   50,    5,   10,   21,   90,   11,   86,   20,   24,  123,    1,  -14,   24,   59,   48, 1132,    8,    3,    2,    7,10147,10226,   24,10050,    1,   18,   24,   82,   14,    6,   81,   96,   23,   57,   14,   16
  260,20100322,  205,   28,   31,   50,   10,   10,    1,   90,   14,   78,    7,    5,  125,   17,  -21,    6,   54,   44, 1020,    0,   -1,   -1,   24,10204,10225,    1,10182,   24,    4,    2,   75,   14,    5,   77,   99,    2,   58,   15,   14
  260,20100323,  167,   15,   25,   40,   24,   10,    6,   70,    3,   98,   42,    7,  137,   15,   16,   12,   97,   79, 1529,    0,   -1,   -1,    1,10184,10210,    9,10144,   24,   14,    6,   75,   14,    5,   74,   96,    7,   52,   14,   22
  260,20100324,  140,   36,   36,   50,   10,   20,   19,   80,   14,  124,   82,    5,  179,   15,   56,   24,   37,   30, 1051,    0,    0,    0,    1,10097,10139,    1,10072,   24,   58,    4,   63,   24,    7,   70,   82,    4,   55,   14,   16
  260,20100325,  170,   40,   43,   60,   12,   20,   20,  120,   23,  146,  104,    6,  197,   13,   88,    6,   80,   64, 1402,   11,    7,    6,   23,10041,10069,    1,10022,   17,   58,   21,   80,   15,    5,   66,   85,   21,   48,   13,   23
  260,20100326,  212,   29,   33,   50,    1,   20,    7,  100,    1,  106,   79,   24,  124,    1,   65,   24,    8,    6,  529,    8,   15,   11,   23,10051,10060,   12,10039,    1,   60,   18,   79,   11,    8,   76,   91,   23,   64,   14,    8
  260,20100327,  235,   41,   43,   60,   17,   30,   21,  100,   16,   98,   78,    3,  127,   15,   67,    6,   38,   30,  966,    4,    6,    5,   22,10050,10074,   24,10035,    5,   56,   22,   80,   17,    7,   75,   91,   24,   56,   16,   14
  260,20100328,  240,   45,   46,   70,   10,   30,    1,  120,   16,   91,   70,    3,  116,   14,   59,    6,   29,   23,  836,    5,    4,    4,    2,10072,10086,    7,10047,   24,   58,    1,   80,   15,    7,   77,   91,    4,   65,   15,   12
  260,20100329,  159,   23,   34,   60,   21,   10,    3,   90,   21,  101,   75,    6,  127,   16,   73,    6,   27,   21,  924,   56,   32,   10,   24,10025,10055,   10, 9963,   24,   41,    4,   75,   10,    8,   82,   95,    4,   70,   14,   14
  260,20100330,  182,   41,   45,   70,   20,   30,    3,  160,   19,  102,   56,   24,  138,   12,   46,   24,    9,    7,  445,   32,   29,   12,    2, 9924, 9958,    1, 9905,   18,   60,    1,   75,    9,    7,   83,   93,    4,   73,   13,    7
  260,20100331,  197,   68,   72,  100,   11,   50,    2,  190,   12,   65,   39,   24,  102,   13,   37,   24,   30,   23,  832,   35,   21,    7,   22, 9953, 9995,   24, 9932,   13,   58,   22,   81,   10,    7,   75,   89,   22,   59,   13,   11
  260,20110101,  289,   23,   26,   30,    1,   20,   11,   70,   14,   35,   -3,   20,   59,   12,  -29,   24,   12,   15,  187,   15,    6,    3,   10,10211,10226,   22,10197,    6,    2,    2,   69,   16,    6,   93,   99,    1,   75,   14,    2
  260,20110102,  300,   21,   22,   40,   14,   20,    1,   60,    6,   23,   -7,   23,   53,   13,  -32,   24,   57,   73,  357,    0,   -1,   -1,    5,10238,10246,   23,10225,    1,   65,    7,   75,   12,    4,   87,   99,    8,   73,   13,    4
  260,20110103,  242,   19,   20,   30,   21,   10,    4,   60,   22,    7,  -36,    5,   36,   12,  -70,    6,   28,   36,  257,    4,    1,    1,   21,10228,10245,    2,10201,   24,   40,   21,   70,   10,    5,   93,   99,    6,   81,   11,    3
  260,20110104,  198,   43,   44,   50,    9,   30,    1,   90,   13,    9,   -1,   23,   24,   14,   -2,   18,   47,   60,  296,    0,   -1,   -1,    7,10156,10197,    1,10125,   24,   56,    3,   66,   11,    8,   83,   96,    2,   73,   14,    3
  260,20110105,  175,   52,   53,   60,   10,   40,    5,  100,   18,    3,  -15,    5,   35,   23,  -18,    6,   50,   63,  339,   14,    5,    4,   24,10055,10119,    1, 9962,   24,   50,   24,   64,   11,    6,   77,   95,   24,   68,   14,    4
